"","p_seek_care","p_inpatient","p_complications","DW_untreated","DW_severe_with_ip","DW_severe","DW_moderate","duration_untreated","duration_severe","duration_moderate","inpatient_cost_peds","outpatient_cost_peds","inpatient_cost_adult","outpatient_cost_adult","CFR","vaccine_safety_costs","vaccine_delivery_cost_routine","vaccine_delivery_cost_booster","vaccine_delivery_cost_campaign"
"1",0.586046254718555,0.153744805485261,0.000744051739911556,0.0510640717144401,0.374229445671707,0.10535796346734,0.0396884713222842,65.3850274043267,11.8200740630102,5.56848665689642,109.842720351794,9.03868889276586,109.842720351794,39.0370936618639,0.00232518169023266,0.302631879301829,1.23942266373239,0.951429556425333,0.560534243061001
"2",0.69950231643746,0.151427936714348,0.0778858810033625,0.046193784475693,0.299229297406701,0.1288369246733,0.0611700392935817,27.2552282147714,58.6520245944082,8.82141180834634,240.524193931801,22.3723411585926,240.524193931801,77.0628114979026,0.000814627649384442,0.288796023012133,1.2873837287297,1.30400259651082,0.534088434764995
"3",0.751468318045196,0.231573447734749,0.000482964523185093,0.0458382558752675,0.223192520875262,0.138518296340282,0.0460549081358801,26.784497901111,6.51941258384032,3.48590307719486,350.694457438614,46.6373332073903,350.694457438614,31.2245527325999,0.00111570513430427,0.298173996570134,1.14312972069659,1.08630807906355,0.526511576015108
"4",0.617411897068085,0.106723514310278,0.0182149926550335,0.0635986238058461,0.284172486923928,0.152066607513931,0.0496732476122771,22.163493815209,10.1644113482961,22.2437628691553,273.356816783717,26.348123124247,273.356816783717,43.5339362311242,0.00287913277432346,0.317971633330934,1.36429832168889,1.29303472838117,0.563548781744206
"5",0.546126091035212,0.139385176354281,0.0346914393960119,0.0507977671852868,0.288975944022744,0.176093866780754,0.0515754050935167,10.8071314404557,25.9494410675366,5.60967959899446,211.832282380589,45.5602298955929,211.832282380589,55.4622146671547,0.00257675117340549,0.294991944930425,1.53067437663513,1.6401545340508,0.589667528143485
"6",0.577819463671639,0.21168856666909,0.0207262015515516,0.0447486104005833,0.287009451389333,0.138350515302181,0.0466151865704395,35.9329726777262,58.0492092672752,18.754473369549,175.941698499249,39.0149226291075,175.941698499249,30.6897181945429,0.00276285880961468,0.291103713198612,1.59209380436686,1.23762386824787,0.478368315151298
"7",0.722620026577393,0.0670411875825017,0.159672524945587,0.0457722665637306,0.315195406650174,0.0696275245301632,0.0509239453906362,6.97102594766348,32.8961924073454,13.0325193345087,344.003086578434,99.7584279654251,344.003086578434,21.4525114483076,0.00404257100665832,0.286215953461282,1.54311048945862,1.53550273758536,0.55333370114501
"8",0.683540950312041,0.220026613528455,1.12815006520323e-05,0.0548100610045419,0.37095193803735,0.163685270357521,0.0411749377319865,25.7547735545945,8.26915937084001,57.6374437743439,221.578996239105,136.3423195309,221.578996239105,445.139291048449,0.00264899395660028,0.30162216900241,1.81693485728653,1.61409419945077,0.48257482688234
"9",0.642071861063293,0.0885138134409604,0.00013376166130042,0.0461029541584924,0.281533694807148,0.1517470809075,0.048327929526463,31.0549551297624,19.6623723623226,53.1647433729459,119.831564516238,234.608201138054,119.831564516238,37.1819255535842,0.00234828199254279,0.291279633559223,1.16463855280919,1.77620852436385,0.597861059273127
"10",0.587693602550588,0.138049766500808,0.00412234182026631,0.0577895576052471,0.300896185882306,0.121017462079071,0.0453674695478128,1.42192280201854,23.3756874655553,28.3269307470497,172.58628312842,54.9251629152029,172.58628312842,85.4422248405811,0.00350587789075437,0.301102389148186,1.13536087063285,0.914704562620662,0.450165373825103
"11",0.645975457410366,0.124938480350768,0.00126541201721379,0.0567442640461463,0.429578380462685,0.0793763831933302,0.0563431145795403,5.59659937816693,9.30012484367346,18.3964449545634,180.999488834256,30.3170295804427,180.999488834256,103.663642018915,0.00152411232107643,0.30023189611764,1.66791771759307,0.961340534336478,0.488941681030841
"12",0.612707171696129,0.252984082422915,0.00113149283590792,0.0557901072541719,0.236470856507034,0.137721594147539,0.0373527064245689,9.7066744924876,12.4635128025618,10.3138447801304,89.2482166459881,9.6694952505972,89.2482166459881,50.397084057423,0.00170637950779489,0.290066784427338,1.56762285699895,0.897071322316186,0.580657164124023
"13",0.511723933474501,0.190457551273238,0.0179296749075061,0.049880523965618,0.366692407207294,0.132178906926284,0.0500475532247485,32.3585184618285,24.8316192677294,26.6733871661792,848.896575200539,31.4010714287028,848.896575200539,68.8597439219556,0.00215502154084119,0.296227389717923,1.79225808917157,1.27532156693385,0.540222177888221
"14",0.712108551127008,0.104573640208693,0.233073602494313,0.0579894536963471,0.357939356934686,0.163460861735693,0.0489941234623953,14.240188733843,7.88974208643795,6.28514923627058,423.302165766496,22.7752653126529,423.302165766496,10.7314262119043,0.00189454472905083,0.290339666940127,2.06765078613879,0.820628436816957,0.638285191024505
"15",0.525840568915332,0.0829534287659692,0.000375733341110909,0.0475402379906602,0.343633641495948,0.134379402532573,0.045126835039743,20.5015276319682,121.656857178221,17.2476770796305,113.783673687487,27.5830973501891,113.783673687487,32.8227090011145,0.00155848164354864,0.290681282960348,1.56525029119453,1.41430288442839,0.514391800786119
"16",0.69030507776215,0.173502622008137,0.0102166322765631,0.0534882239355536,0.320842135327262,0.133957326740128,0.0527584797899614,10.4806787971254,21.5754348081318,28.3964821007932,443.843132682529,47.791741916311,443.843132682529,52.8419983509288,0.00293797183426943,0.279571585453542,1.48842067312877,2.16186226095487,0.518524070506034
"17",0.530415071839326,0.122407846064177,0.00701675701949763,0.0745689829358179,0.370192334364603,0.124058796974622,0.0460040936416785,12.8757890279789,29.133992494103,3.21751417535172,281.767090232655,256.663788056892,281.767090232655,141.951774963206,0.00192142609913399,0.287829205485485,1.47271558709798,1.90035941365634,0.558900799461999
"18",0.544691933225074,0.203564788703989,0.00369809600201964,0.051677590752164,0.349689695040956,0.106221516347224,0.0511167477965191,14.854157976657,43.1834079404807,8.87707145656368,227.367587596255,131.911144514821,227.367587596255,14.176614884205,0.0026470495899436,0.308345576286112,1.8751057159265,1.41934502081731,0.560062867470438
"19",0.5510203099087,0.0629783375382178,0.0461615396963655,0.0516085453482736,0.32783085914584,0.168639297006424,0.042060947132754,20.3035186250195,54.7543920697064,8.10857146623066,157.443902858961,31.7972397571,157.443902858961,21.166575433392,0.000895363771028734,0.282527059777999,2.0089313580921,1.0761089663091,0.50635742492462
"20",0.682903359098187,0.106941164666433,0.10567432459305,0.057286108879537,0.404602708906816,0.14638573100165,0.0468752420561402,16.6425915189403,22.5446670967118,1.26371898281049,221.141064495053,26.9161723357162,221.141064495053,85.7279955855084,0.00253653890873695,0.287698552789761,1.56884476933584,1.27159874427604,0.472538542615701
